Date,Team 1,Team 2,Score 1,Score 2
1/24/2026,Tennessee St.,Lindenwood,96,86
1/24/2026,UC Santa Barbara,Long Beach St.,74,71
1/24/2026,Virginia Tech,Louisville,71,85
1/24/2026,Duquesne,Loyola Chicago,71,59
1/24/2026,Bucknell,Loyola MD,62,67
1/24/2026,Binghamton,Maine,63,79
1/24/2026,Quinnipiac,Marist,64,71
1/24/2026,New Orleans,McNeese,63,82
1/24/2026,Saint Peter's,Merrimack,59,67
1/24/2026,Maryland,Michigan St.,48,91
1/24/2026,Nebraska,Minnesota,76,57
1/24/2026,Vanderbilt,Mississippi St.,88,56
1/24/2026,Oklahoma,Missouri,87,88
1/24/2026,Idaho St.,Montana,60,69
1/24/2026,Weber St.,Montana St.,88,91
1/24/2026,Eastern Illinois,Morehead St.,68,73
1/24/2026,Rider,Mount St. Mary's,61,71
1/24/2026,Army,Navy,56,84
1/24/2026,Albany,New Hampshire,72,80
1/24/2026,Nevada,New Mexico,73,80
1/24/2026,FIU,New Mexico St.,81,78
1/24/2026,Coppin St.,Norfolk St.,76,103
1/24/2026,Towson,North Carolina A&T,73,80
1/24/2026,Bellarmine,North Florida,114,117
1/24/2026,Northern Colorado,Northern Arizona,77,81
1/24/2026,Murray St.,Northern Iowa,76,81
1/24/2026,Boston College,Notre Dame,64,68
1/24/2026,Iowa St.,Oklahoma St.,84,71
1/24/2026,North Dakota St.,Oral Roberts,86,58
1/24/2026,Seattle,Pacific,54,56
1/24/2026,Yale,Penn,77,60
1/24/2026,N.C. State,Pittsburgh,81,72
1/24/2026,Saint Mary's,Portland,75,69
1/24/2026,Alabama St.,Prairie View A&M,95,80
1/24/2026,Winthrop,Presbyterian,82,72
1/24/2026,Brown,Princeton,53,63
1/24/2026,Georgetown,Providence,81,78
1/24/2026,Illinois,Purdue,88,82
1/24/2026,George Mason,Rhode Island,65,74
1/24/2026,Tulsa,Rice,87,81
1/24/2026,Green Bay,Robert Morris,71,67
1/24/2026,Niagara,Sacred Heart,70,71
1/24/2026,Dayton,Saint Joseph's,74,81
1/24/2026,Western Kentucky,Sam Houston St.,58,73
1/24/2026,Chattanooga,Samford,64,75
1/24/2026,Santa Clara,San Diego,85,73
1/24/2026,Tennessee Tech,SIUE,58,62
1/24/2026,Florida St.,SMU,80,83
1/24/2026,St. Thomas,South Dakota,90,78
1/24/2026,Nicholls,Southeastern Louisiana,61,67
1/24/2026,Arkansas Pine Bluff,Southern,75,74
1/24/2026,California,Stanford,78,66
1/24/2026,Miami FL,Syracuse,85,76
1/24/2026,Georgia,Texas,67,87
1/24/2026,South Carolina,Texas A&M,69,92
1/24/2026,Alabama A&M,Texas Southern,74,89
1/24/2026,Houston,Texas Tech,86,90
1/24/2026,Bowling Green,Toledo,72,73
1/24/2026,UC Riverside,UC Davis,66,74
1/24/2026,UC Irvine,UC San Diego,61,59
1/24/2026,Northwestern,UCLA,64,71
1/24/2026,UMass Lowell,UMBC,56,79
1/24/2026,San Diego St.,UNLV,82,71
1/24/2026,Southern Utah,Utah Tech,91,102
1/24/2026,Missouri St.,UTEP,62,57
1/24/2026,Temple,UTSA,70,64
1/24/2026,North Carolina,Virginia,85,80
1/24/2026,Pepperdine,Washington St.,79,95
1/24/2026,Queens,West Georgia,66,74
1/24/2026,VMI,Western Carolina,58,88
1/24/2026,Central Michigan,Western Michigan,65,77
1/24/2026,Memphis,Wichita St.,59,74
1/24/2026,Hofstra,William & Mary,82,89
1/24/2026,Mercer,Wofford,77,80
1/24/2026,Northern Kentucky,Wright St.,80,88
1/24/2026,San Jose St.,Wyoming,62,66
1/24/2026,St. John's,Xavier,88,83
1/24/2026,Milwaukee,Youngstown St.,65,64
1/25/2026,Chicago St.,Mercyhurst,59,61
1/25/2026,Florida Atlantic,South Florida,75,89
1/25/2026,Oregon,Washington,57,72
1/25/2026,USC,Wisconsin,73,71
1/26/2026,Alcorn St.,Bethune Cookman,73,82
1/26/2026,Arizona,BYU,86,83
1/26/2026,Louisville,Duke,52,83
1/26/2026,Le Moyne,Fairleigh Dickinson,87,74
1/26/2026,Jackson St.,Florida A&M,66,65
1/26/2026,Morgan St.,Norfolk St.,79,78
1/26/2026,Penn St.,Ohio St.,78,84
1/26/2026,Delaware St.,South Carolina St.,64,70
1/26/2026,Central Connecticut,Stonehill,59,61
1/26/2026,UT Rio Grande Valley,Texas A&M Corpus Chris,64,55
1/27/2026,Toledo,Akron,81,91
1/27/2026,Missouri,Alabama,64,90
1/27/2026,Buffalo,Bowling Green,89,78
1/27/2026,Eastern Michigan,Central Michigan,65,100
1/27/2026,Providence,Connecticut,81,87
1/27/2026,Rhode Island,Dayton,81,76
1/27/2026,Incarnate Word,Houston Christian,75,81
1/27/2026,Indiana St.,Illinois Chicago,74,76
1/27/2026,Purdue,Indiana,67,72
1/27/2026,Ohio,Kent St.,57,72
1/27/2026,East Texas A&M,Lamar,61,82
1/27/2026,Saint Joseph's,Loyola Chicago,85,64
1/27/2026,Creighton,Marquette,62,86
1/27/2026,Massachusetts,Miami OH,84,86
1/27/2026,Nebraska,Michigan,72,75
1/27/2026,Syracuse,N.C. State,68,88
1/27/2026,Grand Canyon,Nevada,60,66
1/27/2026,New Orleans,Nicholls,80,62
1/27/2026,Western Michigan,Northern Illinois,65,85
1/27/2026,Virginia,Notre Dame,100,97
1/27/2026,Arkansas,Oklahoma,83,79
1/27/2026,Wake Forest,Pittsburgh,76,80
1/27/2026,Alabama A&M,Prairie View A&M,80,60
1/27/2026,Michigan St.,Rutgers,88,79
1/27/2026,George Washington,Saint Louis,76,79
1/27/2026,Boise St.,San Jose St.,89,58
1/27/2026,McNeese,Southeastern Louisiana,76,66
1/27/2026,Northwestern St.,Stephen F. Austin,67,69
1/27/2026,Alabama St.,Texas Southern,64,96
1/27/2026,Arizona St.,UCF,76,79
1/27/2026,New Mexico,UNLV,89,61
1/27/2026,Kentucky,Vanderbilt,55,80
1/27/2026,Richmond,VCU,69,77
1/27/2026,Georgia Tech,Virginia Tech,65,71
1/27/2026,Kansas St.,West Virginia,54,59
1/28/2026,Old Dominion,Arkansas St.,75,71
1/28/2026,Lehigh,Army,64,67
1/28/2026,Texas,Auburn,82,88
1/28/2026,West Georgia,Bellarmine,74,77
1/28/2026,Navy,Boston University,58,50
1/28/2026,Baylor,Cincinnati,57,67
1/28/2026,Holy Cross,Colgate,74,79
1/28/2026,Evansville,Drake,78,82
1/28/2026,St. Bonaventure,Duquesne,87,79
1/28/2026,Rice,East Carolina,83,77
1/28/2026,Austin Peay,Eastern Kentucky,90,82
1/28/2026,Jacksonville St.,FIU,78,74
1/28/2026,California,Florida St.,61,63
1/28/2026,La Salle,Fordham,58,64
1/28/2026,Davidson,George Mason,52,60
1/28/2026,DePaul,Georgetown,61,70
1/28/2026,Tennessee,Georgia,86,85
1/28/2026,USC,Iowa,72,73
1/28/2026,Denver,Kansas City,69,61
1/28/2026,Western Kentucky,Kennesaw St.,69,72
1/28/2026,Bucknell,Lafayette,79,81
1/28/2026,Oregon St.,Loyola Marymount,72,69
1/28/2026,American,Loyola MD,68,77
1/28/2026,Mississippi St.,LSU,80,66
1/28/2026,Stanford,Miami FL,70,79
1/28/2026,Sam Houston St.,Missouri St.,80,71
1/28/2026,Illinois St.,Murray St.,70,65
1/28/2026,South Dakota St.,Nebraska Omaha,71,80
1/28/2026,Delaware,New Mexico St.,73,64
1/28/2026,UCLA,Oregon,73,57
1/28/2026,Portland,Pacific,51,74
1/28/2026,San Diego,Pepperdine,92,88
1/28/2026,Oakland,Purdue Fort Wayne,74,65
1/28/2026,Central Arkansas,Queens,100,90
1/28/2026,IU Indy,Robert Morris,58,74
1/28/2026,Colorado St.,San Diego St.,50,73
1/28/2026,San Francisco,Santa Clara,73,88
1/28/2026,Xavier,Seton Hall,68,86
1/28/2026,Florida,South Carolina,95,48
1/28/2026,Mississippi Valley St.,Southern,69,80
1/28/2026,Northern Iowa,Southern Illinois,50,65
1/28/2026,Butler,St. John's,70,92
1/28/2026,Houston,TCU,79,70
1/28/2026,Charlotte,Temple,80,76
1/28/2026,Marshall,Texas St.,68,72
1/28/2026,South Florida,Tulane,97,83
1/28/2026,North Texas,Tulsa,66,82
1/28/2026,Wyoming,Utah St.,62,94
1/28/2026,Louisiana Tech,UTEP,69,59
1/28/2026,UAB,UTSA,83,73
1/28/2026,Belmont,Valparaiso,78,77
1/28/2026,Seattle,Washington St.,58,70
1/28/2026,Minnesota,Wisconsin,63,67
1/29/2026,Utah Tech,Abilene Christian,76,70
1/29/2026,NJIT,Albany,77,68
1/29/2026,Bryant,Binghamton,60,63
1/29/2026,Cal Poly,Cal St. Bakersfield,104,79
1/29/2026,Stony Brook,Campbell,81,69
1/29/2026,Radford,Charleston Southern,84,75
1/29/2026,Wofford,Chattanooga,81,55
1/29/2026,UC Davis,CSUN,78,94
1/29/2026,Hampton,Drexel,51,58
1/29/2026,Western Carolina,East Tennessee St.,90,88
1/29/2026,Tennessee Martin,Eastern Illinois,76,68
1/29/2026,William & Mary,Elon,76,79
1/29/2026,North Alabama,Florida Gulf Coast,64,72
1/29/2026,Samford,Furman,73,78
1/29/2026,Presbyterian,High Point,81,84
1/29/2026,Charleston,Hofstra,66,64
1/29/2026,Washington,Illinois,66,75
1/29/2026,Colorado,Iowa St.,67,97
1/29/2026,Lipscomb,Jacksonville,65,70
1/29/2026,Le Moyne,LIU,61,83
1/29/2026,Georgia St.,Louisiana,72,82
1/29/2026,Florida Atlantic,Memphis,65,92
1/29/2026,UNC Greensboro,Mercer,77,95
1/29/2026,New Haven,Mercyhurst,51,70
1/29/2026,Liberty,Middle Tennessee,81,65
1/29/2026,North Carolina A&T,Monmouth,81,83
1/29/2026,SIUE,Morehead St.,65,67
1/29/2026,UMass Lowell,New Hampshire,61,66
1/29/2026,Stetson,North Florida,84,77
1/29/2026,Eastern Washington,Northern Arizona,86,92
1/29/2026,Idaho,Northern Colorado,83,91
1/29/2026,Penn St.,Northwestern,73,94
1/29/2026,Montana,Portland St.,64,60
1/29/2026,Montana St.,Sacramento St.,80,83
1/29/2026,Coastal Carolina,South Alabama,48,53
1/29/2026,Oral Roberts,South Dakota,69,77
1/29/2026,Lindenwood,Southern Indiana,73,60
1/29/2026,Appalachian St.,Southern Miss,70,63
1/29/2026,North Dakota,St. Thomas,81,80
1/29/2026,Fairleigh Dickinson,Stonehill,57,58
1/29/2026,Utah Valley,Tarleton St.,83,55
1/29/2026,Little Rock,Tennessee St.,63,70
1/29/2026,VMI,The Citadel,56,80
1/29/2026,UNC Wilmington,Towson,82,73
1/29/2026,James Madison,Troy,73,64
1/29/2026,Hawaii,UC Irvine,76,87
1/29/2026,Long Beach St.,UC Riverside,61,71
1/29/2026,UC Santa Barbara,UC San Diego,62,48
1/29/2026,Gardner Webb,UNC Asheville,50,69
1/29/2026,Longwood,USC Upstate,60,65
1/29/2026,Southern Utah,UT Arlington,61,80
1/29/2026,UMBC,Vermont,55,64
1/29/2026,Central Connecticut,Wagner,62,55
1/29/2026,Southeast Missouri,Western Illinois,78,74
1/30/2026,Kent St.,Akron,52,69
1/30/2026,Harvard,Brown,69,59
1/30/2026,Marist,Canisius,88,86
1/30/2026,Rice,Charlotte,70,80
1/30/2026,Penn,Columbia,67,72
1/30/2026,Princeton,Cornell,64,87
1/30/2026,Northern Kentucky,Detroit Mercy,77,90
1/30/2026,Boise St.,Grand Canyon,69,86
1/30/2026,Cleveland St.,Green Bay,89,82
1/30/2026,Fairfield,Iona,71,70
1/30/2026,Georgia Southern,Louisiana Monroe,79,76
1/30/2026,Rider,Manhattan,90,95
1/30/2026,Michigan,Michigan St.,83,71
1/30/2026,Wright St.,Milwaukee,76,69
1/30/2026,UNLV,Nevada,76,89
1/30/2026,Siena,Niagara,82,79
1/30/2026,Sacred Heart,Quinnipiac,98,91
1/30/2026,Dayton,Saint Louis,71,102
1/30/2026,Mount St. Mary's,Saint Peter's,58,66
1/30/2026,Loyola Chicago,VCU,75,89
1/30/2026,Providence,Villanova,73,87
1/30/2026,Dartmouth,Yale,68,83
1/30/2026,IU Indy,Youngstown St.,76,85
1/31/2026,Southern Utah,Abilene Christian,79,76
1/31/2026,Fresno St.,Air Force,79,62
1/31/2026,Florida A&M,Alabama A&M,65,72
1/31/2026,Bethune Cookman,Alabama St.,69,54
1/31/2026,UMBC,Albany,68,65
1/31/2026,Southern,Alcorn St.,73,78
1/31/2026,Lafayette,American,67,65
1/31/2026,Arizona,Arizona St.,87,74
1/31/2026,Kentucky,Arkansas,85,77
1/31/2026,Marshall,Arkansas St.,70,61
1/31/2026,Holy Cross,Army,68,69
1/31/2026,Queens,Bellarmine,75,78
1/31/2026,Murray St.,Belmont,86,103
1/31/2026,Virginia,Boston College,73,66
1/31/2026,Dartmouth,Brown,77,70
1/31/2026,New Hampshire,Bryant,84,92
1/31/2026,Boston University,Bucknell,97,103
1/31/2026,Ohio,Buffalo,95,83
1/31/2026,Georgetown,Butler,77,64
1/31/2026,UC Davis,Cal St. Bakersfield,80,72
1/31/2026,Eastern Kentucky,Central Arkansas,81,90
1/31/2026,LIU,Central Connecticut,80,59
1/31/2026,Bowling Green,Central Michigan,59,62
1/31/2026,Mercyhurst,Chicago St.,74,78
1/31/2026,Pittsburgh,Clemson,52,63
1/31/2026,Princeton,Columbia,80,68
1/31/2026,Morgan St.,Coppin St.,89,80
1/31/2026,Penn,Cornell,91,81
1/31/2026,Connecticut,Creighton,85,58
1/31/2026,UC San Diego,CSUN,64,81
1/31/2026,Maryland Eastern Shore,Delaware St.,57,65
1/31/2026,Nebraska Omaha,Denver,84,82
1/31/2026,Bradley,Drake,87,73
1/31/2026,North Carolina A&T,Drexel,60,61
1/31/2026,Nicholls,East Texas A&M,72,68
1/31/2026,Southeast Missouri,Eastern Illinois,77,59
1/31/2026,Stony Brook,Elon,72,68
1/31/2026,Stanford,Florida St.,80,88
1/31/2026,Fordham,George Washington,79,65
1/31/2026,Texas A&M,Georgia,92,77
1/31/2026,North Carolina,Georgia Tech,91,75
1/31/2026,Saint Mary's,Gonzaga,65,73
1/31/2026,Cincinnati,Houston,54,76
1/31/2026,Norfolk St.,Howard,60,88
1/31/2026,UT Rio Grande Valley,Incarnate Word,106,93
1/31/2026,Valparaiso,Indiana St.,76,72
1/31/2026,Grambling St.,Jackson St.,69,66
1/31/2026,Florida Gulf Coast,Jacksonville,68,49
1/31/2026,BYU,Kansas,82,90
1/31/2026,New Mexico St.,Kennesaw St.,53,76
1/31/2026,Saint Joseph's,La Salle,67,58
1/31/2026,McNeese,Lamar,64,63
1/31/2026,Stonehill,Le Moyne,65,54
1/31/2026,Colgate,Lehigh,76,77
1/31/2026,Hawaii,Long Beach St.,89,82
1/31/2026,High Point,Longwood,71,59
1/31/2026,Georgia Southern,Louisiana,60,69
1/31/2026,SMU,Louisville,74,88
1/31/2026,Santa Clara,Loyola Marymount,104,73
1/31/2026,Eastern Michigan,Massachusetts,67,70
1/31/2026,VMI,Mercer,81,95
1/31/2026,California,Miami FL,86,85
1/31/2026,Northern Illinois,Miami OH,61,85
1/31/2026,Western Kentucky,Middle Tennessee,65,60
1/31/2026,Arkansas Pine Bluff,Mississippi Valley St.,78,70
1/31/2026,Mississippi St.,Missouri,79,84
1/31/2026,Jacksonville St.,Missouri St.,67,74
1/31/2026,Hofstra,Monmouth,73,57
1/31/2026,Lindenwood,Morehead St.,79,78
1/31/2026,Loyola MD,Navy,71,87
1/31/2026,Northwestern St.,New Orleans,64,75
1/31/2026,Lipscomb,North Florida,100,94
1/31/2026,UAB,North Texas,72,68
1/31/2026,Charleston,Northeastern,89,84
1/31/2026,Idaho,Northern Arizona,79,62
1/31/2026,Eastern Washington,Northern Colorado,71,74
1/31/2026,Evansville,Northern Iowa,55,71
1/31/2026,Washington,Northwestern,76,62
1/31/2026,Texas,Oklahoma,79,69
1/31/2026,Montana St.,Portland St.,54,63
1/31/2026,Texas Southern,Prairie View A&M,78,85
1/31/2026,Radford,Presbyterian,93,84
1/31/2026,Robert Morris,Purdue Fort Wayne,71,83
1/31/2026,Davidson,Richmond,79,54
1/31/2026,Montana,Sacramento St.,79,86
1/31/2026,New Haven,Saint Francis,81,69
1/31/2026,Louisiana Tech,Sam Houston St.,67,83
1/31/2026,Oregon St.,San Diego,78,76
1/31/2026,Pacific,San Francisco,82,87
1/31/2026,New Mexico,San Jose St.,90,80
1/31/2026,Marquette,Seton Hall,64,69
1/31/2026,Georgia St.,South Alabama,67,69
1/31/2026,LSU,South Carolina,92,87
1/31/2026,North Dakota St.,South Dakota,89,84
1/31/2026,Oral Roberts,South Dakota St.,72,95
1/31/2026,Illinois Chicago,Southern Illinois,68,66
1/31/2026,SIUE,Southern Indiana,58,46
1/31/2026,James Madison,Southern Miss,65,73
1/31/2026,George Mason,St. Bonaventure,77,73
1/31/2026,Southeastern Louisiana,Stephen F. Austin,58,85
1/31/2026,North Alabama,Stetson,68,66
1/31/2026,Notre Dame,Syracuse,72,86
1/31/2026,Utah Tech,Tarleton St.,65,59
1/31/2026,South Florida,Temple,78,79
1/31/2026,Auburn,Tennessee,69,77
1/31/2026,Little Rock,Tennessee Tech,77,87
1/31/2026,Houston Christian,Texas A&M Corpus Chris,71,73
1/31/2026,Old Dominion,Texas St.,64,81
1/31/2026,UNC Greensboro,The Citadel,66,71
1/31/2026,Ball St.,Toledo,55,73
1/31/2026,Hampton,Towson,50,82
1/31/2026,Appalachian St.,Troy,66,44
1/31/2026,Cal Poly,UC Riverside,94,87
1/31/2026,Cal St. Fullerton,UC Santa Barbara,69,83
1/31/2026,Texas Tech,UCF,80,88
1/31/2026,Indiana,UCLA,98,97
1/31/2026,Maine,UMass Lowell,77,91
1/31/2026,Rutgers,USC,75,78
1/31/2026,Cal Baptist,UT Arlington,87,77
1/31/2026,Oklahoma St.,Utah,81,69
1/31/2026,San Diego St.,Utah St.,66,71
1/31/2026,Delaware,UTEP,55,70
1/31/2026,Mississippi,Vanderbilt,68,71
1/31/2026,NJIT,Vermont,79,77
1/31/2026,Duke,Virginia Tech,72,58
1/31/2026,Fairleigh Dickinson,Wagner,72,75
1/31/2026,N.C. State,Wake Forest,96,78
1/31/2026,Portland,Washington St.,74,104
1/31/2026,Idaho St.,Weber St.,79,81
1/31/2026,Austin Peay,West Georgia,81,78
1/31/2026,Baylor,West Virginia,63,53
1/31/2026,Tennessee Martin,Western Illinois,84,44
1/31/2026,Campbell,William & Mary,104,96
1/31/2026,UNC Asheville,Winthrop,71,84
1/31/2026,Ohio St.,Wisconsin,82,92
1/31/2026,Colorado St.,Wyoming,57,68
1/31/2026,DePaul,Xavier,66,68
1/31/2026,Harvard,Yale,67,65
2/1/2026,Siena,Canisius,78,63
2/1/2026,TCU,Colorado,61,87
2/1/2026,Rhode Island,Duquesne,61,76
2/1/2026,Quinnipiac,Fairfield,72,65
2/1/2026,Alabama,Florida,77,100
2/1/2026,East Carolina,Florida Atlantic,76,75
2/1/2026,Chattanooga,Furman,70,75
2/1/2026,Wright St.,Green Bay,83,75
2/1/2026,Iowa St.,Kansas St.,95,61
2/1/2026,Coastal Carolina,Louisiana Monroe,83,79
2/1/2026,Purdue,Maryland,93,63
2/1/2026,Tulane,Memphis,78,76
2/1/2026,Sacred Heart,Merrimack,58,75
2/1/2026,Cleveland St.,Milwaukee,90,88
2/1/2026,Manhattan,Mount St. Mary's,65,72
2/1/2026,Illinois,Nebraska,78,69
2/1/2026,Marist,Niagara,58,46
2/1/2026,Northern Kentucky,Oakland,65,76
2/1/2026,Iowa,Oregon,84,66
2/1/2026,Minnesota,Penn St.,75,77
2/1/2026,Saint Peter's,Rider,78,81
2/1/2026,Kansas City,St. Thomas,64,99
2/1/2026,Wichita St.,Tulsa,83,93
2/1/2026,Samford,Western Carolina,88,74
2/1/2026,East Tennessee St.,Wofford,86,72
2/2/2026,Bethune Cookman,Alabama A&M,80,62
2/2/2026,Florida A&M,Alabama St.,66,79
2/2/2026,Grambling St.,Alcorn St.,74,50
2/2/2026,Howard,Coppin St.,72,53
2/2/2026,New Orleans,East Texas A&M,94,85
2/2/2026,Boston University,Holy Cross,72,64
2/2/2026,Southern,Jackson St.,96,91
2/2/2026,Southeastern Louisiana,Lamar,54,73
2/2/2026,Syracuse,North Carolina,77,87
2/2/2026,Maryland Eastern Shore,North Carolina Central,63,65
2/2/2026,Nicholls,Northwestern St.,61,58
2/2/2026,Idaho St.,Portland St.,65,88
2/2/2026,Weber St.,Sacramento St.,90,104
2/2/2026,McNeese,Stephen F. Austin,60,67
2/2/2026,Tennessee Tech,Tennessee St.,90,85
2/2/2026,Incarnate Word,Texas A&M Corpus Chris,71,69
2/2/2026,Kansas,Texas Tech,64,61
2/2/2026,Houston Christian,UT Rio Grande Valley,57,74
2/3/2026,Drake,Belmont,90,103
2/3/2026,Nevada,Boise St.,87,91
2/3/2026,Ball St.,Bowling Green,52,77
2/3/2026,Valparaiso,Bradley,65,72
2/3/2026,Miami OH,Buffalo,73,71
2/3/2026,Xavier,Connecticut,60,92
2/3/2026,Saint Louis,Davidson,91,82
2/3/2026,St. Bonaventure,Dayton,70,72
2/3/2026,St. John's,DePaul,68,56
2/3/2026,Boston College,Duke,49,67
2/3/2026,Akron,Eastern Michigan,66,64
2/3/2026,Indiana St.,Evansville,84,63
2/3/2026,VCU,Fordham,63,59
2/3/2026,UNLV,Fresno St.,96,98
2/3/2026,Air Force,Grand Canyon,57,81
2/3/2026,Southern Illinois,Illinois St.,54,50
2/3/2026,SIUE,Lindenwood,78,72
2/3/2026,La Salle,Loyola Chicago,61,71
2/3/2026,Central Michigan,Massachusetts,89,95
2/3/2026,Illinois Chicago,Murray St.,74,81
2/3/2026,Canisius,Niagara,56,65
2/3/2026,Western Michigan,Ohio,71,91
2/3/2026,Wyoming,San Diego St.,63,72
2/3/2026,N.C. State,SMU,84,83
2/3/2026,Mississippi,Tennessee,66,84
2/3/2026,Little Rock,Tennessee Martin,52,55
2/3/2026,South Carolina,Texas,75,84
2/3/2026,Kent St.,Toledo,75,72
2/3/2026,Rutgers,UCLA,66,98
2/3/2026,Indiana,USC,75,81
2/3/2026,Pittsburgh,Virginia,47,67
2/4/2026,Texas A&M,Alabama,97,100
2/4/2026,Bucknell,American,60,59
2/4/2026,South Alabama,Appalachian St.,57,65
2/4/2026,Lipscomb,Austin Peay,76,87
2/4/2026,Colorado,Baylor,67,86
2/4/2026,Georgia Tech,California,85,90
2/4/2026,North Alabama,Central Arkansas,60,81
2/4/2026,Oakland,Cleveland St.,78,91
2/4/2026,Arkansas St.,Coastal Carolina,70,66
2/4/2026,Army,Colgate,55,69
2/4/2026,Liberty,Delaware,75,69
2/4/2026,Furman,East Tennessee St.,71,75
2/4/2026,Tulsa,Florida Atlantic,78,76
2/4/2026,Longwood,Gardner Webb,86,66
2/4/2026,Duquesne,George Mason,71,65
2/4/2026,Creighton,Georgetown,68,76
2/4/2026,Texas St.,Georgia Southern,77,71
2/4/2026,Troy,Georgia St.,74,63
2/4/2026,Arkansas Pine Bluff,Grambling St.,67,64
2/4/2026,Charleston Southern,High Point,55,80
2/4/2026,UCF,Houston,55,79
2/4/2026,Northwestern,Illinois,44,84
2/4/2026,Louisiana,James Madison,64,61
2/4/2026,South Dakota,Kansas City,82,75
2/4/2026,Oklahoma,Kentucky,78,94
2/4/2026,Navy,Lafayette,65,50
2/4/2026,New Mexico St.,Louisiana Tech,72,63
2/4/2026,Notre Dame,Louisville,65,76
2/4/2026,Lehigh,Loyola MD,84,89
2/4/2026,Southern Miss,Marshall,77,81
2/4/2026,FIU,Middle Tennessee,88,84
2/4/2026,Detroit Mercy,Milwaukee,76,63
2/4/2026,Michigan St.,Minnesota,73,76
2/4/2026,Utah St.,New Mexico,86,66
2/4/2026,Green Bay,Northern Kentucky,87,84
2/4/2026,East Texas A&M,Northwestern St.,74,68
2/4/2026,BYU,Oklahoma St.,92,99
2/4/2026,Louisiana Monroe,Old Dominion,85,79
2/4/2026,Washington St.,Oregon St.,64,74
2/4/2026,Santa Clara,Pacific,71,56
2/4/2026,Gonzaga,Portland,80,87
2/4/2026,Butler,Providence,87,97
2/4/2026,Youngstown St.,Purdue Fort Wayne,90,61
2/4/2026,Winthrop,Radford,80,78
2/4/2026,North Texas,Rice,83,86
2/4/2026,Wright St.,Robert Morris,66,72
2/4/2026,George Washington,Saint Joseph's,73,76
2/4/2026,San Diego,Saint Mary's,60,87
2/4/2026,UTEP,Sam Houston St.,66,70
2/4/2026,Loyola Marymount,San Francisco,84,75
2/4/2026,Pepperdine,Seattle,81,83
2/4/2026,Maryland Eastern Shore,South Carolina St.,54,63
2/4/2026,St. Thomas,South Dakota St.,77,62
2/4/2026,UTSA,South Florida,88,109
2/4/2026,Clemson,Stanford,66,64
2/4/2026,USC Upstate,UNC Asheville,67,76
2/4/2026,Western Carolina,UNC Greensboro,78,81
2/4/2026,Arizona St.,Utah,71,63
2/4/2026,Seton Hall,Villanova,60,72
2/4/2026,Wofford,VMI,81,67
2/4/2026,Iowa,Washington,84,74
2/4/2026,Charlotte,Wichita St.,64,74
2/5/2026,Stetson,Bellarmine,71,92
2/5/2026,Albany,Bryant,65,63
2/5/2026,Tarleton St.,Cal Baptist,55,56
2/5/2026,CSUN,Cal Poly,97,96
2/5/2026,UC Riverside,Cal St. Fullerton,72,78
2/5/2026,Drexel,Campbell,60,81
2/5/2026,Chicago St.,Central Connecticut,67,78
2/5/2026,North Carolina A&T,Charleston,62,78
2/5/2026,Mercer,Chattanooga,75,79
2/5/2026,West Virginia,Cincinnati,59,54
2/5/2026,Florida Gulf Coast,Eastern Kentucky,74,76
2/5/2026,Stonehill,Fairleigh Dickinson,58,74
2/5/2026,Elon,Hampton,79,87
2/5/2026,Northeastern,Hofstra,63,80
2/5/2026,Northern Arizona,Idaho St.,79,73
2/5/2026,Lindenwood,Little Rock,79,74
2/5/2026,New Haven,LIU,55,60
2/5/2026,Vermont,Maine,70,76
2/5/2026,Saint Peter's,Manhattan,80,75
2/5/2026,Rider,Marist,52,81
2/5/2026,Ohio St.,Maryland,82,62
2/5/2026,Saint Francis,Mercyhurst,89,98
2/5/2026,Penn St.,Michigan,69,110
2/5/2026,Eastern Washington,Montana,82,74
2/5/2026,Idaho,Montana St.,66,73
2/5/2026,Merrimack,Mount St. Mary's,87,70
2/5/2026,UMass Lowell,NJIT,56,81
2/5/2026,Nebraska Omaha,North Dakota,73,76
2/5/2026,Denver,North Dakota St.,78,71
2/5/2026,Jacksonville,Queens,84,93
2/5/2026,Canisius,Quinnipiac,60,75
2/5/2026,Fairfield,Sacred Heart,92,87
2/5/2026,The Citadel,Samford,64,78
2/5/2026,Iona,Siena,72,79
2/5/2026,Morehead St.,Southeast Missouri,70,82
2/5/2026,Monmouth,Stony Brook,76,75
2/5/2026,Southern Indiana,Tennessee Martin,54,76
2/5/2026,Eastern Illinois,Tennessee St.,68,77
2/5/2026,Western Illinois,Tennessee Tech,72,97
2/5/2026,Memphis,UAB,90,80
2/5/2026,UC Santa Barbara,UC Davis,75,85
2/5/2026,Cal St. Bakersfield,UC Irvine,62,78
2/5/2026,Long Beach St.,UC San Diego,74,77
2/5/2026,Binghamton,UMBC,62,79
2/5/2026,William & Mary,UNC Wilmington,85,78
2/5/2026,UT Arlington,Utah Tech,84,87
2/5/2026,Abilene Christian,Utah Valley,55,68
2/5/2026,Le Moyne,Wagner,78,79
2/5/2026,Northern Colorado,Weber St.,88,74
2/5/2026,North Florida,West Georgia,81,73
2/5/2026,Jacksonville St.,Western Kentucky,71,66
2/6/2026,Loyola Chicago,Davidson,64,84
2/6/2026,Belmont,Illinois Chicago,68,62
2/6/2026,Drake,Illinois St.,76,86
2/6/2026,Bradley,Northern Iowa,49,61
2/6/2026,Murray St.,Southern Illinois,91,81
